ApplicationID,CandidateID,JobID,SourcingChannel,ApplicationDate,CurrentStage,RecruitmentCost,Gender,Ethnicity
APP00625,CAND45539,JOB014,LinkedIn,2025-03-07,Withdrawn,15,Male,Asian
APP00626,CAND25015,JOB040,LinkedIn,2025-07-21,Withdrawn,15,Female,White
APP00627,CAND52523,JOB032,Employee Referral,2025-09-24,Withdrawn,0,Female,White
APP00628,CAND91719,JOB013,Employee Referral,2025-02-22,Withdrawn,0,Female,White
APP00629,CAND88281,JOB009,LinkedIn,2025-11-21,Rejected,15,Female,Asian
APP00630,CAND28805,JOB016,LinkedIn,2026-04-07,Rejected,15,Male,White
APP00631,CAND29713,JOB013,LinkedIn,2025-04-03,Rejected,15,Male,White
APP00632,CAND39980,JOB043,LinkedIn,2025-04-01,Withdrawn,15,Female,White
APP00633,CAND42316,JOB034,Company Website,2025-04-18,Withdrawn,0,Female,Hispanic
APP00634,CAND91523,JOB028,LinkedIn,2025-05-21,Withdrawn,15,Male,Hispanic
APP00635,CAND73789,JOB004,LinkedIn,2025-12-03,Withdrawn,15,Male,White
APP00636,CAND90747,JOB009,Company Website,2025-12-07,Rejected,0,Prefer not to say,White
APP00637,CAND66822,JOB035,LinkedIn,2025-06-13,Rejected,15,Female,Hispanic
APP00638,CAND78245,JOB025,LinkedIn,2025-02-08,Rejected,15,Female,Asian
APP00639,CAND33938,JOB015,Indeed,2026-02-18,Withdrawn,0,Male,White
APP00640,CAND50077,JOB021,LinkedIn,2025-02-19,Rejected,15,Female,Hispanic
APP00641,CAND25762,JOB013,LinkedIn,2025-03-29,Hired,15,Male,Hispanic
APP00642,CAND38381,JOB001,LinkedIn,2025-05-03,Hired,15,Male,White
APP00643,CAND57798,JOB005,Recruitment Agency,2025-12-02,Rejected,0,Male,Asian
APP00644,CAND30580,JOB020,LinkedIn,2025-07-01,Withdrawn,15,Prefer not to say,White
APP00645,CAND50482,JOB005,LinkedIn,2025-11-26,Rejected,15,Female,Hispanic
APP00646,CAND77173,JOB037,LinkedIn,2025-08-18,Hired,15,Female,White
APP00647,CAND82130,JOB027,Indeed,2026-05-02,Withdrawn,0,Male,White
APP00648,CAND22101,JOB009,LinkedIn,2025-11-13,Rejected,15,Female,White
APP00649,CAND91107,JOB006,LinkedIn,2025-04-11,Rejected,15,Female,Asian
APP00650,CAND37885,JOB043,LinkedIn,2025-03-03,Rejected,15,Female,Asian
APP00651,CAND60933,JOB003,LinkedIn,2025-06-01,Withdrawn,15,Male,Black
APP00652,CAND30866,JOB018,LinkedIn,2025-11-10,Rejected,15,Female,Asian
APP00653,CAND34026,JOB044,LinkedIn,2026-03-04,Withdrawn,15,Male,Hispanic
APP00654,CAND15174,JOB035,LinkedIn,2025-06-13,Rejected,15,Female,Asian
APP00655,CAND52241,JOB003,LinkedIn,2025-05-31,Withdrawn,15,Female,White
APP00656,CAND68314,JOB041,LinkedIn,2025-07-14,Hired,15,Female,White
APP00657,CAND21996,JOB035,Company Website,2025-06-22,Rejected,0,Non-Binary,White
APP00658,CAND44821,JOB033,LinkedIn,2025-01-16,Withdrawn,15,Male,Asian
APP00659,CAND15961,JOB023,LinkedIn,2025-10-23,Withdrawn,15,Male,White
APP00660,CAND63130,JOB034,Employee Referral,2025-03-26,Rejected,0,Male,Asian
APP00661,CAND47985,JOB031,LinkedIn,2025-04-14,Withdrawn,15,Female,White
APP00662,CAND21641,JOB002,Indeed,2025-03-31,Hired,0,Male,Asian
APP00663,CAND69610,JOB001,LinkedIn,2025-05-12,Rejected,15,Female,Black
APP00664,CAND52384,JOB021,LinkedIn,2025-01-27,Rejected,15,Male,White
APP00665,CAND67714,JOB015,LinkedIn,2026-03-22,Rejected,15,Male,Black
APP00666,CAND55048,JOB013,Indeed,2025-02-27,Rejected,0,Male,Asian
APP00667,CAND59489,JOB013,LinkedIn,2025-03-25,Hired,15,Female,White
APP00668,CAND19112,JOB042,Employee Referral,2025-05-10,Rejected,0,Male,White
APP00669,CAND13314,JOB044,Indeed,2026-02-14,Rejected,0,Female,White
APP00670,CAND20748,JOB015,Company Website,2026-02-22,Withdrawn,0,Female,White
APP00671,CAND86682,JOB015,Indeed,2026-03-08,Rejected,0,Male,Asian
APP00672,CAND83805,JOB029,LinkedIn,2026-02-03,Rejected,15,Female,White
APP00673,CAND44207,JOB016,Recruitment Agency,2026-03-29,Rejected,0,Male,White
APP00674,CAND91039,JOB040,Indeed,2025-06-26,Hired,0,Male,Two or More
APP00675,CAND78642,JOB027,LinkedIn,2026-05-02,Rejected,15,Female,Two or More
APP00676,CAND62314,JOB025,Indeed,2025-03-08,Rejected,0,Male,White
APP00677,CAND78120,JOB035,LinkedIn,2025-06-17,Rejected,15,Male,White
APP00678,CAND60189,JOB039,Company Website,2026-01-04,Rejected,0,Prefer not to say,White
APP00679,CAND20797,JOB031,LinkedIn,2025-04-02,Withdrawn,15,Male,White
APP00680,CAND82312,JOB029,Employee Referral,2025-12-26,Rejected,0,Male,White
APP00681,CAND98566,JOB039,LinkedIn,2026-02-05,Rejected,15,Female,White
APP00682,CAND35853,JOB005,Recruitment Agency,2025-12-23,Rejected,0,Female,Black
APP00683,CAND61742,JOB020,LinkedIn,2025-06-10,Rejected,15,Female,White
APP00684,CAND16745,JOB039,Indeed,2026-01-15,Withdrawn,0,Female,White
APP00685,CAND90922,JOB039,LinkedIn,2026-01-28,Withdrawn,15,Female,White
APP00686,CAND35601,JOB027,Indeed,2026-04-09,Rejected,0,Male,White
APP00687,CAND73455,JOB044,Indeed,2026-03-05,Withdrawn,0,Female,White
APP00688,CAND18595,JOB009,LinkedIn,2025-11-14,Hired,15,Female,Black
APP00689,CAND14991,JOB017,Indeed,2025-10-09,Withdrawn,0,Non-Binary,Hispanic
APP00690,CAND79458,JOB005,LinkedIn,2025-12-04,Withdrawn,15,Male,Asian
APP00691,CAND62337,JOB004,LinkedIn,2025-10-23,Rejected,15,Male,Black
APP00692,CAND84233,JOB037,Employee Referral,2025-08-18,Withdrawn,0,Male,Asian
APP00693,CAND83243,JOB025,Indeed,2025-03-15,Rejected,0,Female,White
APP00694,CAND83481,JOB017,LinkedIn,2025-10-10,Hired,15,Male,White
APP00695,CAND83586,JOB040,LinkedIn,2025-07-06,Withdrawn,15,Female,White
APP00696,CAND47308,JOB004,Company Website,2025-11-26,Withdrawn,0,Female,White
APP00697,CAND68697,JOB044,Indeed,2026-02-02,Withdrawn,0,Female,White
APP00698,CAND37251,JOB034,Recruitment Agency,2025-03-13,Withdrawn,0,Female,White
APP00699,CAND28445,JOB016,LinkedIn,2026-04-04,Rejected,15,Male,White
APP00700,CAND66929,JOB021,LinkedIn,2025-02-21,Withdrawn,15,Female,White
APP00701,CAND69489,JOB030,Indeed,2026-01-11,Rejected,0,Female,White
APP00702,CAND81814,JOB037,LinkedIn,2025-08-21,Rejected,15,Female,Two or More
APP00703,CAND40591,JOB026,Employee Referral,2025-05-15,Rejected,0,Male,Asian
APP00704,CAND13293,JOB037,LinkedIn,2025-09-13,Withdrawn,15,Female,Asian
APP00705,CAND46819,JOB011,Employee Referral,2025-12-22,Rejected,0,Female,Asian
APP00706,CAND49325,JOB025,Indeed,2025-03-01,Withdrawn,0,Male,White
APP00707,CAND47087,JOB019,LinkedIn,2025-10-13,Hired,15,Prefer not to say,Hispanic
APP00708,CAND24027,JOB002,LinkedIn,2025-04-14,Rejected,15,Male,Asian
APP00709,CAND38091,JOB003,Indeed,2025-05-20,Rejected,0,Prefer not to say,Black
APP00710,CAND77902,JOB010,LinkedIn,2025-10-31,Rejected,15,Female,White
APP00711,CAND85978,JOB035,Company Website,2025-06-18,Withdrawn,0,Female,Black
APP00712,CAND79131,JOB023,LinkedIn,2025-11-18,Rejected,15,Male,White
APP00713,CAND26492,JOB023,LinkedIn,2025-11-28,Withdrawn,15,Female,Two or More
APP00714,CAND34116,JOB017,LinkedIn,2025-10-28,Rejected,15,Male,Hispanic
APP00715,CAND16958,JOB033,LinkedIn,2025-02-02,Rejected,15,Female,White
APP00716,CAND83711,JOB024,Indeed,2025-02-02,Rejected,0,Female,White
APP00717,CAND31961,JOB009,Employee Referral,2025-11-07,Rejected,0,Female,White
APP00718,CAND22815,JOB040,Company Website,2025-06-19,Rejected,0,Female,White
APP00719,CAND21416,JOB018,LinkedIn,2025-10-27,Rejected,15,Female,Hispanic
APP00720,CAND76455,JOB017,Company Website,2025-10-17,Withdrawn,0,Male,Asian
APP00721,CAND37875,JOB025,LinkedIn,2025-02-19,Rejected,15,Female,White
APP00722,CAND65651,JOB031,LinkedIn,2025-03-30,Withdrawn,15,Female,White
APP00723,CAND91714,JOB038,Indeed,2025-06-06,Rejected,0,Non-Binary,Black
APP00724,CAND72515,JOB002,Company Website,2025-04-30,Withdrawn,0,Female,White
APP00725,CAND62100,JOB010,Employee Referral,2025-10-31,Rejected,0,Female,Asian
APP00726,CAND14886,JOB025,Company Website,2025-03-02,Rejected,0,Male,Black
APP00727,CAND62158,JOB013,Indeed,2025-03-28,Rejected,0,Female,Black
APP00728,CAND25259,JOB025,LinkedIn,2025-02-26,Rejected,15,Male,White
APP00729,CAND23755,JOB030,Indeed,2026-01-09,Rejected,0,Male,White
APP00730,CAND98491,JOB004,LinkedIn,2025-12-01,Withdrawn,15,Prefer not to say,White
APP00731,CAND22663,JOB041,LinkedIn,2025-06-26,Rejected,15,Female,Hispanic
APP00732,CAND10207,JOB042,Indeed,2025-04-20,Rejected,0,Female,Asian
APP00733,CAND58743,JOB040,LinkedIn,2025-07-22,Withdrawn,15,Female,Asian
APP00734,CAND40888,JOB028,LinkedIn,2025-05-25,Rejected,15,Male,White
APP00735,CAND83406,JOB017,Indeed,2025-10-07,Withdrawn,0,Non-Binary,White
APP00736,CAND72055,JOB034,Company Website,2025-04-16,Withdrawn,0,Male,Black
APP00737,CAND60920,JOB041,LinkedIn,2025-07-10,Withdrawn,15,Female,White
APP00738,CAND33235,JOB035,LinkedIn,2025-06-10,Rejected,15,Female,Black
APP00739,CAND15647,JOB027,Indeed,2026-05-01,Rejected,0,Female,White
APP00740,CAND99098,JOB020,LinkedIn,2025-06-17,Rejected,15,Male,White
APP00741,CAND28674,JOB013,Company Website,2025-02-24,Rejected,0,Female,White
APP00742,CAND63513,JOB037,LinkedIn,2025-08-20,Withdrawn,15,Male,White
APP00743,CAND22206,JOB009,Indeed,2025-11-29,Hired,0,Female,Asian
APP00744,CAND79776,JOB022,Indeed,2025-05-30,Rejected,0,Male,Hispanic
APP00745,CAND24836,JOB042,Company Website,2025-04-12,Rejected,0,Female,White
APP00746,CAND48022,JOB010,Indeed,2025-10-15,Rejected,0,Male,White
APP00747,CAND64978,JOB022,Indeed,2025-06-26,Rejected,0,Male,White
APP00748,CAND10740,JOB015,Company Website,2026-02-10,Rejected,0,Male,White
APP00749,CAND65402,JOB037,Company Website,2025-09-21,Rejected,0,Male,Hispanic
APP00750,CAND45896,JOB044,LinkedIn,2026-02-03,Rejected,15,Male,Asian
APP00751,CAND88196,JOB041,Indeed,2025-06-15,Withdrawn,0,Female,Asian
APP00752,CAND39745,JOB030,Indeed,2025-12-26,Withdrawn,0,Male,White
APP00753,CAND94578,JOB044,LinkedIn,2026-01-26,Rejected,15,Male,White
APP00754,CAND53316,JOB026,LinkedIn,2025-04-19,Rejected,15,Male,Black
APP00755,CAND49825,JOB034,LinkedIn,2025-04-19,Rejected,15,Male,Hispanic
APP00756,CAND90586,JOB024,Company Website,2025-03-02,Withdrawn,0,Male,White
APP00757,CAND36881,JOB021,LinkedIn,2025-02-20,Rejected,15,Female,White
APP00758,CAND62445,JOB022,Indeed,2025-07-01,Withdrawn,0,Female,White
APP00759,CAND18337,JOB005,Indeed,2025-11-12,Withdrawn,0,Female,Asian
APP00760,CAND48490,JOB010,Recruitment Agency,2025-11-04,Rejected,0,Non-Binary,White
APP00761,CAND91204,JOB012,Company Website,2026-04-10,Rejected,0,Female,Asian
APP00762,CAND13239,JOB035,Employee Referral,2025-06-11,Hired,0,Male,White
APP00763,CAND67026,JOB011,Indeed,2025-12-25,Withdrawn,0,Male,White
APP00764,CAND33990,JOB007,LinkedIn,2025-10-14,Withdrawn,15,Female,White
APP00765,CAND20086,JOB018,LinkedIn,2025-11-03,Withdrawn,15,Female,White
APP00766,CAND85605,JOB035,LinkedIn,2025-05-19,Hired,15,Female,Asian
APP00767,CAND55480,JOB033,Recruitment Agency,2025-02-25,Withdrawn,0,Male,White
APP00768,CAND52401,JOB004,Company Website,2025-10-31,Withdrawn,0,Male,White
APP00769,CAND39899,JOB010,LinkedIn,2025-11-11,Withdrawn,15,Female,Hispanic
APP00770,CAND13706,JOB020,LinkedIn,2025-06-07,Withdrawn,15,Male,Hispanic
APP00771,CAND45870,JOB029,Employee Referral,2026-01-24,Withdrawn,0,Female,Asian
APP00772,CAND72294,JOB001,LinkedIn,2025-04-29,Rejected,15,Male,Two or More
APP00773,CAND99704,JOB039,LinkedIn,2026-01-02,Withdrawn,15,Female,Asian
APP00774,CAND31074,JOB036,Indeed,2026-01-07,Withdrawn,0,Female,Asian
APP00775,CAND35759,JOB033,Indeed,2025-02-07,Hired,0,Male,White
APP00776,CAND46610,JOB037,LinkedIn,2025-08-27,Withdrawn,15,Female,White
APP00777,CAND10916,JOB031,Indeed,2025-03-30,Rejected,0,Female,White
APP00778,CAND69602,JOB023,LinkedIn,2025-11-04,Rejected,15,Female,Asian
APP00779,CAND85711,JOB012,Recruitment Agency,2026-04-10,Withdrawn,0,Male,White
APP00780,CAND11982,JOB045,LinkedIn,2025-05-04,Hired,15,Female,Asian
APP00781,CAND34509,JOB041,LinkedIn,2025-06-21,Rejected,15,Female,White
APP00782,CAND19422,JOB001,LinkedIn,2025-05-08,Withdrawn,15,Female,Asian
APP00783,CAND94575,JOB026,LinkedIn,2025-04-22,Withdrawn,15,Male,Asian
APP00784,CAND80858,JOB038,LinkedIn,2025-05-19,Rejected,15,Female,White
APP00785,CAND31791,JOB041,Employee Referral,2025-06-15,Rejected,0,Male,White
APP00786,CAND52691,JOB034,Employee Referral,2025-03-08,Hired,0,Female,Hispanic
APP00787,CAND91163,JOB033,LinkedIn,2025-02-02,Hired,15,Female,White
APP00788,CAND89423,JOB022,LinkedIn,2025-06-28,Withdrawn,15,Male,Two or More
APP00789,CAND67797,JOB015,Employee Referral,2026-03-15,Withdrawn,0,Male,White
APP00790,CAND36293,JOB024,LinkedIn,2025-02-24,Hired,15,Female,Hispanic
APP00791,CAND75882,JOB024,LinkedIn,2025-01-31,Rejected,15,Male,White
APP00792,CAND88601,JOB031,LinkedIn,2025-03-24,Rejected,15,Male,White
APP00793,CAND18475,JOB019,Recruitment Agency,2025-11-09,Withdrawn,0,Female,White
APP00794,CAND13943,JOB013,LinkedIn,2025-03-21,Rejected,15,Male,White
APP00795,CAND62739,JOB006,LinkedIn,2025-03-17,Rejected,15,Male,Black
APP00796,CAND61020,JOB015,Recruitment Agency,2026-02-17,Rejected,0,Male,White
APP00797,CAND12887,JOB026,Indeed,2025-05-21,Rejected,0,Prefer not to say,White
APP00798,CAND38497,JOB021,LinkedIn,2025-02-05,Rejected,15,Male,Asian
APP00799,CAND84299,JOB030,LinkedIn,2026-01-18,Withdrawn,15,Female,White
APP00800,CAND86358,JOB022,Indeed,2025-06-14,Rejected,0,Prefer not to say,Black
APP00801,CAND44503,JOB035,LinkedIn,2025-05-22,Rejected,15,Male,Asian
APP00802,CAND50072,JOB034,Company Website,2025-04-03,Rejected,0,Female,White
APP00803,CAND30715,JOB009,Company Website,2025-11-25,Hired,0,Male,White
APP00804,CAND79061,JOB038,Indeed,2025-05-16,Rejected,0,Male,Hispanic
APP00805,CAND31687,JOB039,Indeed,2025-12-26,Hired,0,Male,Black
APP00806,CAND10038,JOB016,LinkedIn,2026-05-05,Rejected,15,Prefer not to say,White
APP00807,CAND82957,JOB028,Recruitment Agency,2025-05-27,Withdrawn,0,Female,White
APP00808,CAND83640,JOB015,Employee Referral,2026-03-18,Withdrawn,0,Male,Hispanic
APP00809,CAND44985,JOB045,Indeed,2025-04-12,Rejected,0,Non-Binary,Asian
APP00810,CAND72919,JOB008,Indeed,2025-03-26,Rejected,0,Female,White
APP00811,CAND73612,JOB018,Indeed,2025-11-10,Rejected,0,Male,White
APP00812,CAND91241,JOB041,LinkedIn,2025-07-06,Withdrawn,15,Male,Asian
APP00813,CAND59725,JOB026,LinkedIn,2025-04-22,Withdrawn,15,Male,Asian
APP00814,CAND70854,JOB014,Company Website,2025-03-29,Rejected,0,Male,White
APP00815,CAND32575,JOB026,Company Website,2025-05-16,Rejected,0,Male,Asian
APP00816,CAND13666,JOB044,LinkedIn,2026-02-11,Rejected,15,Male,White
APP00817,CAND95275,JOB023,Company Website,2025-11-14,Rejected,0,Male,White
APP00818,CAND86699,JOB044,LinkedIn,2026-03-02,Rejected,15,Male,White
APP00819,CAND86643,JOB043,Indeed,2025-03-17,Rejected,0,Female,White
APP00820,CAND93003,JOB040,LinkedIn,2025-07-26,Rejected,15,Male,Hispanic
APP00821,CAND30287,JOB007,LinkedIn,2025-10-03,Rejected,15,Female,Asian
APP00822,CAND73101,JOB015,Indeed,2026-02-26,Rejected,0,Male,White
APP00823,CAND25783,JOB031,Company Website,2025-03-10,Rejected,0,Male,White
APP00824,CAND81461,JOB042,LinkedIn,2025-04-21,Hired,15,Male,Black
APP00825,CAND13588,JOB032,Employee Referral,2025-09-14,Rejected,0,Prefer not to say,Asian
APP00826,CAND56782,JOB041,LinkedIn,2025-06-27,Hired,15,Female,Black
APP00827,CAND42225,JOB030,Indeed,2025-12-22,Rejected,0,Male,Black
APP00828,CAND70922,JOB032,LinkedIn,2025-09-30,Rejected,15,Female,Asian
APP00829,CAND47103,JOB016,LinkedIn,2026-04-25,Rejected,15,Female,White
APP00830,CAND69475,JOB001,Recruitment Agency,2025-05-22,Withdrawn,0,Female,Black
APP00831,CAND81289,JOB028,LinkedIn,2025-05-21,Rejected,15,Female,Asian
APP00832,CAND88675,JOB036,Indeed,2026-01-19,Rejected,0,Male,Black
APP00833,CAND77648,JOB030,LinkedIn,2025-12-25,Withdrawn,15,Female,Two or More
APP00834,CAND62404,JOB016,Company Website,2026-03-29,Withdrawn,0,Female,White
APP00835,CAND98240,JOB045,Indeed,2025-04-29,Withdrawn,0,Male,White
APP00836,CAND98987,JOB014,Company Website,2025-03-12,Rejected,0,Female,White
APP00837,CAND34057,JOB034,Company Website,2025-03-15,Rejected,0,Male,White
APP00838,CAND83624,JOB020,LinkedIn,2025-06-22,Withdrawn,15,Female,White
APP00839,CAND91861,JOB035,Company Website,2025-05-27,Withdrawn,0,Male,White
APP00840,CAND52773,JOB027,LinkedIn,2026-04-24,Rejected,15,Prefer not to say,Black
APP00841,CAND47227,JOB039,Employee Referral,2026-01-15,Rejected,0,Female,Black
APP00842,CAND49358,JOB035,LinkedIn,2025-05-26,Rejected,15,Female,Asian
APP00843,CAND58809,JOB017,LinkedIn,2025-11-11,Rejected,15,Female,Asian
APP00844,CAND10308,JOB044,Recruitment Agency,2026-02-04,Withdrawn,0,Male,White
APP00845,CAND80945,JOB042,LinkedIn,2025-04-24,Rejected,15,Prefer not to say,White
APP00846,CAND73903,JOB042,LinkedIn,2025-05-20,Hired,15,Male,Black
APP00847,CAND32632,JOB025,LinkedIn,2025-02-15,Rejected,15,Male,Asian
APP00848,CAND49833,JOB029,Indeed,2026-02-03,Withdrawn,0,Male,White
APP00849,CAND46449,JOB004,Employee Referral,2025-11-13,Withdrawn,0,Prefer not to say,Hispanic
APP00850,CAND69911,JOB020,LinkedIn,2025-06-22,Rejected,15,Female,Black
APP00851,CAND16190,JOB006,Indeed,2025-03-16,Hired,0,Male,Asian
APP00852,CAND40657,JOB042,Indeed,2025-04-26,Rejected,0,Male,Asian
APP00853,CAND27827,JOB006,Company Website,2025-03-25,Rejected,0,Male,White
APP00854,CAND96769,JOB005,LinkedIn,2025-11-30,Withdrawn,15,Female,White
APP00855,CAND43835,JOB041,LinkedIn,2025-06-02,Withdrawn,15,Male,Two or More
APP00856,CAND70683,JOB002,LinkedIn,2025-04-24,Hired,15,Male,White
APP00857,CAND59372,JOB041,Indeed,2025-07-15,Rejected,0,Male,White
APP00858,CAND88758,JOB027,Employee Referral,2026-04-30,Rejected,0,Male,Black
APP00859,CAND66160,JOB011,LinkedIn,2025-12-22,Rejected,15,Female,White
APP00860,CAND61907,JOB005,Company Website,2025-12-24,Rejected,0,Female,Asian
APP00861,CAND17990,JOB014,LinkedIn,2025-03-24,Rejected,15,Female,White
APP00862,CAND97515,JOB026,Indeed,2025-04-10,Rejected,0,Prefer not to say,Asian
APP00863,CAND32539,JOB038,LinkedIn,2025-05-17,Rejected,15,Male,Asian
APP00864,CAND15009,JOB008,Employee Referral,2025-02-23,Withdrawn,0,Female,Asian
APP00865,CAND47426,JOB031,Recruitment Agency,2025-03-28,Rejected,0,Male,Asian
APP00866,CAND53908,JOB023,LinkedIn,2025-10-27,Rejected,15,Female,Hispanic
APP00867,CAND16228,JOB022,Indeed,2025-06-01,Rejected,0,Female,White
APP00868,CAND58974,JOB032,LinkedIn,2025-09-14,Withdrawn,15,Male,Asian
APP00869,CAND86530,JOB002,LinkedIn,2025-04-05,Rejected,15,Prefer not to say,White
APP00870,CAND84907,JOB014,LinkedIn,2025-03-27,Rejected,15,Male,White
APP00871,CAND53489,JOB024,LinkedIn,2025-03-08,Hired,15,Female,White
APP00872,CAND57993,JOB005,Employee Referral,2025-11-11,Rejected,0,Male,Black
APP00873,CAND48284,JOB023,LinkedIn,2025-10-19,Withdrawn,15,Male,White
APP00874,CAND25712,JOB001,Company Website,2025-04-28,Withdrawn,0,Female,White
APP00875,CAND86476,JOB041,LinkedIn,2025-07-15,Hired,15,Female,White
APP00876,CAND73636,JOB037,Employee Referral,2025-08-28,Rejected,0,Male,Asian
APP00877,CAND68357,JOB033,LinkedIn,2025-01-15,Hired,15,Male,Asian
APP00878,CAND34725,JOB030,Employee Referral,2025-12-21,Rejected,0,Female,Hispanic
APP00879,CAND13866,JOB009,Company Website,2025-11-26,Withdrawn,0,Male,White
APP00880,CAND26257,JOB030,LinkedIn,2025-12-21,Withdrawn,15,Male,White
APP00881,CAND68774,JOB025,LinkedIn,2025-02-19,Withdrawn,15,Male,Asian
APP00882,CAND84295,JOB038,Indeed,2025-06-01,Rejected,0,Male,Asian
APP00883,CAND24350,JOB029,Company Website,2026-01-22,Rejected,0,Female,White
APP00884,CAND51573,JOB023,LinkedIn,2025-11-29,Rejected,15,Female,White
APP00885,CAND34646,JOB045,Indeed,2025-04-14,Rejected,0,Male,White
APP00886,CAND61384,JOB027,Company Website,2026-05-05,Hired,0,Male,White
APP00887,CAND94854,JOB029,Indeed,2026-01-06,Rejected,0,Male,Two or More
APP00888,CAND12659,JOB020,Indeed,2025-06-30,Rejected,0,Male,Asian
APP00889,CAND88571,JOB002,LinkedIn,2025-04-26,Hired,15,Male,White
APP00890,CAND79093,JOB035,Company Website,2025-06-25,Withdrawn,0,Female,Black
APP00891,CAND29871,JOB015,Company Website,2026-02-24,Rejected,0,Female,White
APP00892,CAND56461,JOB001,Employee Referral,2025-05-25,Withdrawn,0,Female,Black
APP00893,CAND44239,JOB039,Indeed,2026-01-12,Rejected,0,Male,White
APP00894,CAND72244,JOB035,Company Website,2025-06-24,Hired,0,Female,Black
APP00895,CAND97043,JOB036,LinkedIn,2025-12-26,Rejected,15,Female,White
APP00896,CAND72519,JOB019,Indeed,2025-11-13,Withdrawn,0,Male,Hispanic
APP00897,CAND39520,JOB007,Indeed,2025-11-08,Hired,0,Female,White
APP00898,CAND58819,JOB019,Employee Referral,2025-10-20,Rejected,0,Male,White
APP00899,CAND96639,JOB029,Indeed,2026-01-04,Withdrawn,0,Female,White
APP00900,CAND36176,JOB039,LinkedIn,2026-01-22,Withdrawn,15,Female,Black
APP00901,CAND70765,JOB005,LinkedIn,2025-11-28,Rejected,15,Male,White
APP00902,CAND89843,JOB032,Indeed,2025-09-10,Rejected,0,Male,Asian
APP00903,CAND39386,JOB002,Company Website,2025-04-28,Rejected,0,Male,White
APP00904,CAND26693,JOB032,Indeed,2025-09-29,Rejected,0,Female,White
APP00905,CAND25077,JOB029,Company Website,2025-12-31,Rejected,0,Male,Asian
APP00906,CAND35194,JOB007,LinkedIn,2025-10-14,Withdrawn,15,Female,Black
APP00907,CAND90789,JOB028,LinkedIn,2025-05-16,Rejected,15,Male,White
APP00908,CAND23983,JOB043,LinkedIn,2025-03-22,Withdrawn,15,Male,White
APP00909,CAND58222,JOB030,LinkedIn,2025-12-15,Rejected,15,Non-Binary,Black
APP00910,CAND32975,JOB001,LinkedIn,2025-05-05,Withdrawn,15,Female,White
APP00911,CAND78105,JOB019,Employee Referral,2025-10-30,Rejected,0,Male,Asian
APP00912,CAND15647,JOB031,LinkedIn,2025-03-06,Rejected,15,Female,Black
APP00913,CAND23024,JOB024,Company Website,2025-03-06,Rejected,0,Male,White
APP00914,CAND14937,JOB003,Indeed,2025-06-09,Rejected,0,Male,White
APP00915,CAND73804,JOB014,Indeed,2025-03-04,Rejected,0,Male,Black
APP00916,CAND68279,JOB033,Indeed,2025-02-16,Withdrawn,0,Male,Asian
APP00917,CAND67911,JOB033,Recruitment Agency,2025-01-22,Rejected,0,Male,Asian
APP00918,CAND91808,JOB006,Company Website,2025-03-14,Withdrawn,0,Prefer not to say,White
APP00919,CAND92186,JOB033,LinkedIn,2025-01-25,Rejected,15,Male,White
APP00920,CAND40437,JOB027,Indeed,2026-05-04,Rejected,0,Prefer not to say,White
APP00921,CAND97197,JOB040,Company Website,2025-06-23,Withdrawn,0,Male,Asian
APP00922,CAND87837,JOB042,Indeed,2025-05-16,Hired,0,Male,Hispanic
APP00923,CAND87740,JOB042,Recruitment Agency,2025-05-08,Rejected,0,Male,White
APP00924,CAND23149,JOB038,Company Website,2025-05-13,Rejected,0,Female,White
APP00925,CAND83144,JOB025,LinkedIn,2025-02-09,Rejected,15,Female,White
APP00926,CAND34490,JOB014,LinkedIn,2025-03-04,Withdrawn,15,Female,White
APP00927,CAND44128,JOB027,Company Website,2026-05-03,Rejected,0,Male,White
APP00928,CAND25238,JOB036,Company Website,2026-01-04,Hired,0,Male,White
APP00929,CAND10207,JOB035,Indeed,2025-06-15,Rejected,0,Male,Asian
APP00930,CAND69839,JOB030,LinkedIn,2025-12-22,Withdrawn,15,Female,White
APP00931,CAND47030,JOB041,Indeed,2025-07-01,Rejected,0,Female,Hispanic
APP00932,CAND38806,JOB034,Recruitment Agency,2025-03-13,Rejected,0,Female,White
APP00933,CAND99643,JOB032,Employee Referral,2025-09-30,Withdrawn,0,Male,White
APP00934,CAND48385,JOB032,Company Website,2025-08-30,Rejected,0,Male,White
APP00935,CAND46868,JOB038,LinkedIn,2025-05-17,Rejected,15,Male,Hispanic
APP00936,CAND83457,JOB034,Employee Referral,2025-04-13,Rejected,0,Female,Black
APP00937,CAND28773,JOB005,Indeed,2025-12-15,Withdrawn,0,Male,White
APP00938,CAND80465,JOB002,Indeed,2025-05-09,Withdrawn,0,Male,White
APP00939,CAND51730,JOB010,LinkedIn,2025-11-02,Hired,15,Male,White
APP00940,CAND20440,JOB014,Indeed,2025-04-04,Withdrawn,0,Female,White
APP00941,CAND69531,JOB042,LinkedIn,2025-05-18,Withdrawn,15,Male,White
APP00942,CAND51500,JOB005,LinkedIn,2025-11-22,Withdrawn,15,Male,Asian
APP00943,CAND46441,JOB003,Company Website,2025-06-03,Withdrawn,0,Female,White
APP00944,CAND88720,JOB029,Indeed,2025-12-27,Rejected,0,Female,White
APP00945,CAND65730,JOB040,Indeed,2025-06-15,Withdrawn,0,Male,White
APP00946,CAND57178,JOB031,Indeed,2025-04-09,Withdrawn,0,Male,White
